customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
74,31.0,Female,North,Graduate,Salaried,332903.68618002173,338885.0910770996,Other,691.1189230294591,2,65,0.4705103456515722,2019-10-06,0
75,48.0,Female,South,Post-Graduate,Salaried,697207.2578835274,50000.0,Other,776.2718026590384,2,42,0.4312059228276939,2021-01-19,1
76,32.0,Female,East,Secondary,Self-Employed,290539.20221232687,155517.31714542845,Car,766.0985191969975,3,54,0.6167490057572182,2017-07-12,0
77,25.0,Male,South,Secondary,Unemployed,816538.2107774147,176758.9236322683,Education,676.2867645076195,2,58,0.8105431702992265,2022-05-06,1
78,31.0,Male,South,Primary,Self-Employed,505775.0696364243,344999.0239106858,Home,583.0404976138498,0,34,0.23330823478227872,2019-12-07,0
79,40.0,Male,East,Graduate,Self-Employed,581272.7622521658,253394.62790153036,Other,806.6709840176339,2,72,0.4698293042898148,2018-07-31,0
80,57.0,Female,North,Primary,Salaried,865159.329508438,50000.0,Home,746.5499165458564,3,43,0.3107685192706839,2020-05-17,1
81,38.0,Female,South,Primary,Unemployed,342567.28628314997,102251.03112744773,Business,674.4407943541864,5,47,0.6867479755123087,2019-10-02,1
82,33.0,Male,South,Post-Graduate,,320576.36297740176,279802.001432111,Home,743.4298678482937,2,35,0.27400719230179443,2021-04-12,1
83,62.0,Male,East,Post-Graduate,Unemployed,483280.134730799,238139.89872031656,Car,705.9889045000024,4,35,0.6653654310061712,2020-06-24,0
84,35.0,Female,North,Primary,Unemployed,,163131.383554638,Home,805.4894340975579,4,59,0.40032660955853516,2021-09-15,0
85,64.0,Male,South,Graduate,Self-Employed,296130.7849046315,177874.9315732031,Home,545.6175814555979,4,58,0.3392417696160573,2016-04-01,0
86,41.0,Female,East,Post-Graduate,Unemployed,100000.0,354425.19957389333,Home,668.2247226789254,5,25,0.8554467904774898,2021-01-17,0
87,43.0,Female,South,Primary,Salaried,509768.2283182002,172346.11406961782,Education,827.9243612382951,1,21,0.21296720372216912,2016-07-03,0
88,42.0,Female,West,Primary,Salaried,710348.1599821841,236786.313395639,Education,745.055872277385,4,73,0.5064440903226983,2017-12-28,1
89,62.0,Male,East,Primary,,840052.3499477658,575490.4882120814,Business,841.8085334651366,4,32,0.21513889472325565,2018-11-17,1
90,58.0,Female,North,Primary,,507367.7275829202,50000.0,Car,602.2554325469229,1,63,0.5385151336730303,2020-04-20,0
91,46.0,Female,North,Primary,Salaried,517714.6785767995,50000.0,Home,785.775737275079,5,66,0.5507331644560927,2022-08-16,0
92,32.0,Female,North,Primary,Self-Employed,830780.1468511494,367538.449719791,Home,,4,78,0.4251637299763229,2018-04-11,1
93,62.0,Female,North,Post-Graduate,Unemployed,226051.66006091586,148203.54080588452,Home,,3,28,0.29251324426751657,2016-12-10,0
94,18.0,Female,South,Graduate,Salaried,,202264.37083860696,Home,676.3598168373533,5,53,0.4634712764141327,2019-12-13,0
95,42.0,Female,South,Primary,Self-Employed,638084.7779850116,132826.54328033287,Education,691.4776715844733,4,36,0.6705840579527962,2019-05-04,0
96,24.0,Male,North,Secondary,Unemployed,689843.7442570068,211029.97888487313,Business,570.4355176986076,4,46,0.7476770660511214,2021-10-26,0
97,26.0,Female,North,Post-Graduate,Unemployed,498038.6613618235,489780.7168144512,Other,678.0318138783649,1,48,0.5715254216716996,2016-06-15,1
98,41.0,Female,North,Post-Graduate,Unemployed,606888.2023411683,370319.2687927179,Car,769.8546512622885,3,56,0.6128840761078289,2016-09-20,0
99,18.0,Male,South,Primary,Salaried,102334.5293174021,379333.52678304655,Home,668.7261552380207,5,62,0.34043145978725686,2020-02-04,0
100,,Female,North,Post-Graduate,Unemployed,468350.3175332303,50000.0,Business,719.3706524539222,2,41,0.4011312332593546,2019-05-16,0
101,25.0,Female,North,Primary,Self-Employed,690701.7425108935,77326.93951706961,Other,719.9496226182122,0,70,0.3133269270366509,2019-07-10,1
102,41.0,Female,West,Graduate,Salaried,403541.1931490641,50000.0,Business,699.0285271088987,3,43,0.37450674500322795,2020-03-09,1
103,,Male,West,Graduate,Salaried,611796.8443179195,128592.8768375869,Education,643.5854380779657,2,26,0.3574207461578722,2020-12-13,0
104,34.0,Male,North,Post-Graduate,Self-Employed,,393505.47795784875,Other,752.7051179907119,3,53,0.5636141504738663,2021-02-20,0
105,25.0,Other,East,Post-Graduate,Salaried,,327541.9773622556,Business,573.0372990779207,2,67,0.5938821290535106,2020-10-15,0
106,52.0,Female,North,Secondary,,634092.7541993142,216773.0105571814,Education,700.6870510806546,2,31,0.861463194575053,2021-03-24,0
107,52.0,Male,West,Post-Graduate,Self-Employed,407453.4869430775,246654.95744229204,Business,810.838907241447,3,42,0.33689945297106616,2019-08-28,0
108,50.0,Female,East,Secondary,Salaried,558677.7440607906,146667.16861368917,Business,664.2101400127028,1,34,0.6491729971130471,2019-04-12,0
109,22.0,Female,East,Graduate,Salaried,722043.2339178445,280713.83236026764,Other,,3,52,0.7720814882912659,2022-10-14,0
110,59.0,Female,North,Graduate,Self-Employed,631394.5921936869,364881.7419220922,Education,758.0412911020302,3,76,0.5921690246481368,2018-02-06,0
111,56.0,Female,West,Primary,Salaried,482693.7460872129,50000.0,Home,713.0745408469705,2,32,0.378502556750753,2016-04-10,0
112,58.0,Male,West,Graduate,Salaried,644843.2808581586,294947.1531756022,Car,759.6357825645546,0,42,0.3837851610140002,2020-09-28,1
113,45.0,Male,East,Secondary,Salaried,742921.9581273235,389865.2306432001,Other,703.0798788556218,2,57,0.22747713714969994,2021-04-03,0
114,24.0,Male,North,Post-Graduate,Salaried,190011.74428450438,187734.95665549458,Education,508.93660393990564,4,51,0.4138109585839372,2022-04-10,0
115,26.0,Female,South,Primary,Unemployed,831814.8129911795,355105.09181808756,Business,794.3930728340559,3,64,0.721222575302366,2019-10-03,1
116,25.0,Male,South,Secondary,,532749.0522637856,672198.166670883,Education,850.0,5,69,0.23326243004497726,2016-04-14,0
117,29.0,Male,West,Post-Graduate,Self-Employed,685097.9866480461,234348.5810519662,Car,802.723280546903,3,54,0.35350669775338145,2017-11-24,1
118,51.0,Male,South,Primary,Salaried,839449.3847290456,308996.05750079855,Car,416.89138199441925,1,20,0.6943627489722473,2020-08-17,0
119,50.0,Female,West,Graduate,Salaried,325665.2605539068,139291.43745079127,Home,736.0870570004453,5,66,0.7478560939760137,2019-08-03,0
120,40.0,Female,West,Secondary,Self-Employed,458111.79951449065,277187.67439030757,Home,662.6603351539964,2,77,0.5187228870433499,2018-12-06,1
121,41.0,Male,West,Post-Graduate,Self-Employed,542290.260824859,319040.7437473456,Car,613.2604997110633,1,64,0.6886520369350542,2018-12-02,0
122,54.0,Male,South,Primary,Salaried,443249.2957751143,279226.3510405207,Other,709.8185729310618,3,24,0.4715665180584244,2018-03-28,1
123,52.0,Female,West,Primary,Salaried,946987.3151673616,97045.70204367148,Other,688.0842164080224,2,76,0.31193927151688927,2022-03-18,0
124,61.0,Male,East,Graduate,Salaried,428645.5812346415,280954.2656988176,Business,740.6926243423873,2,32,0.47870464546603453,2020-03-16,0
125,57.0,Male,North,Post-Graduate,Salaried,488890.6441026267,469329.3908076455,Home,704.5264151444363,4,73,0.6059774741421999,2021-12-31,0
126,39.0,Male,North,Graduate,Self-Employed,640877.8063205953,317295.3646771791,Business,610.3350314488819,4,24,0.8636372972970232,2018-06-08,0
127,44.0,Male,West,Graduate,Salaried,,394298.0783607762,Home,653.8718578605623,0,79,0.24812566646207412,2021-02-20,0
128,52.0,Male,North,Post-Graduate,Salaried,520863.8576487472,214448.20449810586,Car,640.9633154939987,4,51,0.5551758656914725,2021-02-16,0
129,18.0,Female,South,Post-Graduate,Salaried,663490.652250035,362485.0359135566,Other,562.6813458604443,5,70,0.4302438447475071,2018-02-28,0
130,52.0,Male,South,Post-Graduate,,533427.9191234978,291890.1757324789,Other,590.2684284836894,2,40,0.5558181859936862,2017-07-06,0
131,54.0,Female,North,Secondary,Unemployed,581322.6282200103,107363.39054691521,Car,683.1145064091845,4,43,0.21678281316357217,2018-04-23,1
132,64.0,Male,South,Post-Graduate,Salaried,494133.5775103258,297778.1507198312,Business,813.9003260245823,0,79,0.41911774829110693,2017-10-20,0
133,31.0,Female,North,Primary,Self-Employed,297105.9381638466,101245.50048395342,Business,657.1554336240964,3,37,0.7739077032689035,2018-10-15,1
134,20.0,Female,North,Graduate,Salaried,664318.6422678477,155067.9587672812,Education,639.4055380197768,5,40,0.5877592136982462,2021-05-07,0
135,18.0,Male,North,Secondary,Salaried,950986.6143294483,278399.2460938561,Home,605.497055466174,4,73,0.5154077449712822,2019-04-05,0
136,22.0,Female,West,Post-Graduate,Self-Employed,603680.3261566876,294586.6410070186,Business,702.4429195996281,2,29,0.3998675502007377,2018-01-20,1
137,43.0,Male,North,Secondary,Unemployed,645052.8234495099,71615.13023843063,Car,794.34074676881,3,43,0.4086297659539491,2022-04-15,0
138,31.0,Other,West,Post-Graduate,Unemployed,738544.5510233719,408097.86567743146,Business,850.0,2,59,0.4681710035134091,2018-02-13,0
139,56.0,Male,North,Secondary,Salaried,346133.9006906602,335800.9417450709,Other,722.8319501377349,3,66,0.7848994969751923,2019-10-12,0
140,,Male,North,Graduate,Salaried,940502.931625921,144290.7346583674,Home,711.1994994109148,5,40,0.8770492447657878,2017-11-22,0
141,26.0,Male,North,Graduate,Self-Employed,640465.7592845605,50000.0,Education,656.5221514197166,2,44,0.5070587669452622,2017-12-19,0
142,32.0,Other,South,Primary,Salaried,926371.3798178218,228264.3131377853,Home,669.8746702807191,4,71,0.47534698712343326,2016-08-21,1
143,32.0,Female,West,Primary,Salaried,453393.4008952021,183108.44292082597,Other,750.3340072840563,4,79,0.7925855430739039,2021-09-02,0
144,43.0,Female,West,Post-Graduate,Salaried,963612.3845115649,266971.0685579534,Other,674.8099734349537,0,76,0.4988337244454125,2019-11-05,1
145,59.0,Male,North,Graduate,Self-Employed,755031.0988069567,195532.50082666503,Other,687.0174042266069,3,78,0.5864127206069558,2018-10-02,0
146,30.0,Female,North,Secondary,Salaried,710608.0171704717,50000.0,Other,697.972218019966,0,42,0.3616591652191211,2019-10-01,0
147,49.0,Male,South,Secondary,,646804.8908706296,191747.95925482624,Car,652.7337511274019,1,41,0.7204517750453527,2019-11-02,0
148,56.0,Female,South,Secondary,Unemployed,550294.2763851101,204157.13333975305,Education,694.0016592737959,4,23,0.5723918227895473,2021-08-26,1
149,,Male,South,Primary,Salaried,840106.3316947746,345049.1537161088,Other,538.4475096967359,3,53,0.7663241851682392,2022-04-11,1
150,21.0,Male,West,Secondary,Salaried,628071.9739696094,145270.04880834254,Other,743.906870641477,5,75,0.7465129110200688,2017-12-17,0
151,47.0,Male,West,Primary,Salaried,206586.05928256956,501801.2010058849,Business,850.0,0,25,0.35050333778902,2020-04-11,0
152,54.0,Male,West,Primary,Salaried,376562.7076585995,50000.0,Education,655.8365107869547,5,47,0.7009448853904336,2020-09-07,0
153,40.0,Female,North,Post-Graduate,Salaried,562830.8495614505,446675.12467039365,Home,729.9069716001336,5,50,0.7600380855659599,2019-05-10,0
154,,Male,West,Secondary,Salaried,661999.796633111,216352.15436828427,Education,768.1261056196947,5,54,0.4422750685476765,2019-06-25,0
155,62.0,Female,East,Secondary,,,378937.7308515334,Education,802.4172218173969,0,58,0.32082637903159217,2021-12-05,1
156,32.0,Male,East,Graduate,Salaried,843794.1579587327,261970.22260880997,Education,,1,61,0.20184250890571173,2016-01-09,0
157,60.0,Female,South,Post-Graduate,Unemployed,209779.62719227502,420933.3304038204,Other,555.7346197049025,0,42,0.5156325571652037,2017-08-20,1
158,46.0,Male,West,Graduate,Salaried,628717.587301032,191895.7053170783,Other,721.3785560679011,2,25,0.4467029120771891,2016-01-23,0
159,53.0,Male,East,Post-Graduate,Salaried,236404.15492256905,85206.93622332817,Car,710.2902952523542,4,35,0.5884368836777862,2021-06-13,0
160,30.0,Female,South,Secondary,Salaried,751942.4590968337,463075.64309065946,Home,672.3466900259198,0,21,0.33162876481215003,2022-04-06,0
161,49.0,Male,West,Primary,Salaried,581108.2571115994,232977.90311767883,Business,689.3190301692528,0,43,0.8017658833665327,2020-05-27,1
162,24.0,Male,North,Primary,Self-Employed,683921.9944048236,283233.7710436316,Education,711.4944356014184,1,36,0.38042865093967676,2021-09-05,1
163,39.0,Female,East,Primary,Salaried,427223.40788204677,435212.7871067193,Home,728.9409593683081,2,64,0.358500723561355,2019-01-09,0
164,45.0,Female,North,Primary,Salaried,855892.9863315502,95206.71368583475,Home,725.5847768191934,0,20,0.5364998395390492,2022-02-24,0
165,19.0,Male,West,Primary,Self-Employed,,339323.6346458886,Car,682.5851472399097,4,25,0.549195716620992,2016-04-01,0
166,59.0,Male,East,Graduate,Unemployed,716708.8606023776,161515.78653056634,Business,730.7423067988761,4,24,0.35055966014956497,2018-04-30,0
167,62.0,Female,West,Post-Graduate,Self-Employed,574096.5506273118,230174.59665334423,Education,677.1975321380111,0,76,0.39030250870814104,2021-06-05,0
168,,Male,North,Secondary,Salaried,715971.4570590265,260841.84480764333,Business,751.3620401228255,5,64,0.31879366740867143,2019-01-12,1
169,45.0,Male,East,Graduate,Self-Employed,458621.4864025302,50000.0,Car,649.80457316188,5,79,0.7029221248262167,2016-10-26,0
170,45.0,Male,North,Post-Graduate,Salaried,771111.1318041424,133174.4435769348,Other,705.844655371965,2,74,0.7390623218778574,2022-06-01,1
171,61.0,Female,West,Primary,Salaried,929896.1788647842,452660.9338619709,Home,570.1009134306216,4,69,0.5236299482214979,2020-01-17,0
172,61.0,Female,West,Post-Graduate,Salaried,814122.1119958372,382928.6782877194,Education,,5,48,0.6998609158795122,2019-07-28,0
173,37.0,Male,North,Post-Graduate,,454079.5060385181,240604.06340091478,Other,745.3990976903983,4,31,0.7151547743562119,2018-09-27,1
174,47.0,Male,East,Primary,Salaried,672283.4634546206,286468.51877693395,Car,617.3012106633545,2,58,0.29679286937446603,2018-12-18,0
175,,Male,North,Primary,Salaried,341371.69124827045,205863.62415453134,Business,674.3919618919933,2,66,0.8763246173841757,2019-09-27,1
176,45.0,Female,West,Primary,Self-Employed,714478.0622351351,453487.5078741973,Home,507.5944360071833,5,22,0.7747223629675017,2022-07-17,0
177,42.0,Male,North,Secondary,Salaried,690120.6825725078,219947.1133308754,Education,590.5540713174408,0,67,0.34313842283707646,2021-10-10,0
178,56.0,Male,West,Primary,,226036.7320935672,284776.3138202272,Other,611.4820355108878,3,20,0.33031552502224915,2018-02-14,1
179,50.0,Female,North,Secondary,Salaried,367643.23121752724,421904.52162130974,Other,708.140084061731,1,46,0.28796280190570794,2019-12-23,1
180,18.0,Male,East,Primary,Unemployed,543372.2206512466,133394.277273114,Home,726.672720991417,3,67,0.2968649937793429,2020-08-08,0
181,44.0,Female,East,Secondary,Salaried,,483818.3776745341,Business,695.5155547247842,3,43,0.7237132593200872,2020-10-17,0
182,30.0,Male,North,Post-Graduate,Salaried,358104.61291623896,50000.0,Car,669.3925293690097,4,63,0.5287579798661365,2022-04-22,1
183,58.0,Male,North,Graduate,,,494446.31966691976,Business,669.6718601321002,2,38,0.7480539209179071,2021-01-25,1
184,20.0,Male,East,Post-Graduate,Self-Employed,650294.7217881024,194098.6624072038,Business,757.2836599232395,4,78,0.7223784260451438,2021-03-12,0
185,56.0,Female,West,Post-Graduate,Salaried,561146.1736042962,213595.18782620772,Business,717.0255877506443,5,27,0.6232288994536551,2020-09-25,1
186,23.0,Female,East,Primary,Self-Employed,448841.6999683274,50000.0,Home,673.284352295571,1,74,0.6804566246050756,2019-08-20,0
187,25.0,Female,West,Secondary,Self-Employed,,181780.79239334608,Home,803.4639596193007,5,63,0.21284900706539928,2017-09-06,0
188,44.0,Male,North,Graduate,Self-Employed,931081.422617659,94029.02034596735,Car,850.0,0,66,0.41824435276351535,2016-09-01,0
189,26.0,Female,North,Primary,Salaried,503287.7032306926,158853.0481939791,Business,600.3406039813063,1,21,0.646475525481587,2018-01-26,0
190,54.0,Male,West,Primary,Self-Employed,477566.61656903586,229403.35513166807,Home,741.8008056168409,4,49,0.20654146744037094,2018-04-03,1
191,50.0,Male,North,Primary,Salaried,698241.5330823993,393668.74217093585,Car,850.0,4,49,0.2230838605778154,2021-01-20,0
192,59.0,Female,West,Post-Graduate,Salaried,528394.1240506028,281140.50271009386,Car,722.4164432840156,5,68,0.7963215877292682,2019-12-06,1
193,61.0,Male,South,Secondary,Salaried,572120.5598673532,296151.4980101671,Business,709.2354108931421,4,58,0.6788174031844503,2019-05-25,0
194,41.0,Male,East,Secondary,,747930.6303449343,85672.09167316565,Education,695.5412848085109,4,64,0.38575881318424077,2017-05-30,1
195,32.0,Male,South,Graduate,Salaried,218128.78249854146,117886.88655959046,Business,739.2145213992593,3,51,0.6815739880830962,2017-04-18,1
196,49.0,Male,West,Secondary,Self-Employed,863660.4649705339,519808.7527526968,Education,760.3919333239907,0,20,0.7547196683974842,2016-02-05,0
197,49.0,Male,East,Secondary,Salaried,614536.1048658682,139719.844785513,Car,600.4186500664654,3,57,0.4147559981770709,2019-11-11,0
198,41.0,Female,West,Primary,Salaried,517701.3710875639,498431.23780859436,Home,697.8813097368937,4,32,0.22522616424943123,2020-11-27,0
199,58.0,Male,East,Primary,Salaried,582153.1691557103,213540.82016787003,Other,518.4401708402072,2,30,0.8529453872814141,2020-09-30,1
200,29.0,Female,East,Post-Graduate,Salaried,1777457.6130123115,500686.38084305124,Car,683.25467067028,3,29,0.44162588680694137,2018-04-09,1
